text,sentiment
finland technopolis planning bring first section technopark stream st petersburg end kari mikkonen vice president technopolis told reporters helsinki,neutral
millercoors delivers underlying net income growth,positive
neste oil said results biomass liquids demonstration plant commissioned june promising decision commercial plant taken,neutral
reported net sales approximately eur mn,neutral
h h q q mln euro unless otherwise stated net sales operating profit pretax profit net profit eps euro euro,neutral
low energy consumption flexible loading advantages chf pro,neutral
spy mitk fast pc dive,negative
investment management investment advisory services company sole line business,neutral
market report eightday rally ends ftse standard chartered,neutral
growth rate paying national debt extremely painful,negative
reuters green mountain revenue misses shares plunge gmcr prints market foul mood bad day disappoint,negative
clothing chain seppl net sales increased eur mn,positive
administrators indicated need job cuts irish insurer next months,negative
new office located shenzhen strengthen vaisala already year old presence china,positive
however total orders received still last year levels,positive
rivals say qualcomm fewer patents g phones earlier versions lower rates,neutral
qcom indicator rsi stands upward movement expected,positive
fb hitting everything sightshort twtr,negative
goog resistance turned support,positive
bobe premarket,negative
sales finland decreased international sales decreased terms euros terms local currencies,neutral
impact tietoenator net sales purchase expected mln euro mln,neutral
metsaliitto however narrowed net loss second quarter mln euro mln mln euro mln year ago,positive
acquisition boomeranger boats oy line done solutions strategy developing business company acquisitions,positive
